ExitSpeed_int,Angle_int,single,double,triple,hr,num_occurrences,wOBAcon
0,0,0,1,0,0,2,0.64706746
1,-21,1,0,0,0,1,1.004777779
2,-33,0,0,0,0,1,0
3,-72,0,0,0,0,1,0
6,-64,0,0,0,0,1,0
6,-28,0,0,0,0,1,0
6,-19,1,0,0,0,1,1.004777779
7,-35,0,0,0,0,1,0
7,-28,0,0,0,0,1,0
7,-27,1,0,0,0,1,1.004777779
7,-10,0,0,0,0,1,0
9,-54,0,0,0,0,1,0
9,-35,0,0,0,0,1,0
9,-33,1,0,0,0,1,1.004777779
9,-20,0,0,0,0,1,0
9,-17,1,0,0,0,1,1.004777779
9,-14,0,0,0,0,1,0
9,-13,0,0,0,0,1,0
10,-48,0,0,0,0,1,0
10,-21,0,0,0,0,1,0
10,-16,0,0,0,0,1,0
10,-11,0,0,0,0,1,0
11,-67,1,0,0,0,1,1.004777779
11,-38,1,0,0,0,1,1.004777779
11,-36,0,0,0,0,1,0
11,-33,1,0,0,0,1,1.004777779
11,-17,1,0,0,0,1,1.004777779
11,-5,1,0,0,0,1,1.004777779
11,15,0,0,0,0,1,0
12,-69,0,0,0,0,1,0
12,-53,0,0,0,0,1,0
12,-41,0,0,0,0,1,0
12,-39,0,0,0,0,1,0
12,-30,0,0,0,0,1,0
12,-24,0,0,0,0,1,0
12,-13,1,0,0,0,2,0.50238889
12,-10,0,0,0,0,1,0
12,-5,0,0,0,0,1,0
12,-3,0,0,0,0,1,0
12,39,1,0,0,0,1,1.004777779
13,-71,0,0,0,0,1,0
13,-50,0,0,0,0,1,0
13,-49,1,0,0,0,2,0.50238889
13,-41,1,0,0,0,1,1.004777779
13,-36,0,0,0,0,1,0
13,-24,0,0,0,0,1,0
13,-20,0,0,0,0,1,0
13,-16,0,0,0,0,2,0
13,-9,1,0,0,0,1,1.004777779
13,-6,0,0,0,0,1,0
13,-4,1,0,0,0,1,1.004777779
13,-2,1,0,0,0,1,1.004777779
13,14,1,0,0,0,1,1.004777779
13,21,0,0,0,0,1,0
14,-49,0,0,0,0,1,0
14,-44,1,0,0,0,1,1.004777779
14,-42,0,0,0,0,1,0
14,-30,0,0,0,0,1,0
14,-25,0,0,0,0,1,0
14,-23,0,0,0,0,1,0
14,-21,0,0,0,0,2,0
14,-14,0,0,0,0,1,0
14,-8,0,0,0,0,1,0
14,-6,1,0,0,0,1,1.004777779
14,-2,0,0,0,0,1,0
15,-77,0,0,0,0,1,0
15,-74,0,0,0,0,1,0
15,-61,0,0,0,0,1,0
15,-53,0,0,0,0,1,0
15,-44,1,0,0,0,1,1.004777779
15,-41,1,0,0,0,1,1.004777779
15,-36,1,0,0,0,2,0.50238889
15,-35,0,0,0,0,1,0
15,-14,0,0,0,0,1,0
15,-13,2,0,0,0,2,1.004777779
15,-12,1,0,0,0,2,0.50238889
15,-11,0,0,0,0,1,0
15,-10,0,0,0,0,1,0
15,-9,0,0,0,0,1,0
15,-6,1,0,0,0,2,0.50238889
15,-5,0,0,0,0,1,0
15,-3,0,0,0,0,1,0
15,-2,1,0,0,0,3,0.334925926
15,-1,0,0,0,0,1,0
15,1,0,0,0,0,2,0
15,11,1,0,0,0,1,1.004777779
15,14,1,0,0,0,1,1.004777779
15,20,0,0,0,0,2,0
15,21,0,0,0,0,1,0
15,23,0,0,0,0,1,0
15,27,0,0,0,0,1,0
15,32,0,0,0,0,1,0
16,-88,0,0,0,0,1,0
16,-84,0,0,0,0,1,0
16,-78,0,0,0,0,1,0
16,-69,0,0,0,0,1,0
16,-67,0,0,0,0,2,0
16,-56,0,0,0,0,1,0
16,-43,0,0,0,0,1,0
16,-40,1,0,0,0,1,1.004777779
16,-38,0,0,0,0,1,0
16,-37,0,0,0,0,1,0
16,-33,0,0,0,0,1,0
16,-25,0,0,0,0,1,0
16,-21,1,0,0,0,1,1.004777779
16,-20,1,0,0,0,2,0.50238889
16,-17,0,0,0,0,2,0
16,-11,0,0,0,0,1,0
16,-9,2,0,0,0,3,0.669851853
16,-6,1,0,0,0,3,0.334925926
16,-4,0,0,0,0,1,0
16,-3,0,0,0,0,1,0
16,-1,0,1,0,0,1,1.29413492
16,4,0,0,0,0,1,0
16,9,0,0,0,0,1,0
16,10,0,0,0,0,2,0
16,11,0,0,0,0,2,0
16,17,0,0,0,0,1,0
16,21,0,0,0,0,1,0
16,25,1,0,0,0,1,1.004777779
16,34,0,0,0,0,1,0
16,43,1,0,0,0,1,1.004777779
17,-73,1,0,0,0,1,1.004777779
17,-68,1,0,0,0,1,1.004777779
17,-65,0,0,0,0,1,0
17,-64,0,0,0,0,1,0
17,-57,1,0,0,0,1,1.004777779
17,-55,0,0,0,0,1,0
17,-50,0,0,0,0,1,0
17,-49,0,0,0,0,1,0
17,-41,0,0,0,0,1,0
17,-35,1,0,0,0,1,1.004777779
17,-31,1,0,0,0,2,0.50238889
17,-30,0,0,0,0,1,0
17,-28,0,0,0,0,1,0
17,-24,0,0,0,0,1,0
17,-23,1,0,0,0,1,1.004777779
17,-21,0,0,0,0,1,0
17,-18,0,0,0,0,1,0
17,-16,0,0,0,0,1,0
17,-13,0,0,0,0,2,0
17,-12,0,0,0,0,1,0
17,-5,2,0,0,0,3,0.669851853
17,-3,0,0,0,0,1,0
17,-1,1,0,0,0,1,1.004777779
17,0,1,0,0,0,1,1.004777779
17,2,0,0,0,0,1,0
17,4,1,0,0,0,2,0.50238889
17,8,1,0,0,0,1,1.004777779
17,9,0,0,0,0,1,0
17,10,0,0,0,0,1,0
17,11,1,0,0,0,2,0.50238889
17,12,0,0,0,0,2,0
17,16,0,0,0,0,1,0
17,17,0,0,0,0,1,0
17,19,0,0,0,0,1,0
17,21,0,0,0,0,1,0
17,22,0,0,0,0,1,0
17,23,1,0,0,0,1,1.004777779
17,24,0,0,0,0,1,0
17,25,0,0,0,0,1,0
17,28,0,0,0,0,1,0
17,30,1,0,0,0,2,0.50238889
17,31,0,0,0,0,1,0
17,32,0,0,0,0,1,0
17,36,0,0,0,0,1,0
17,45,1,0,0,0,1,1.004777779
18,-62,0,0,0,0,1,0
18,-59,1,0,0,0,2,0.50238889
18,-57,0,0,0,0,2,0
18,-55,0,0,0,0,1,0
18,-53,0,0,0,0,1,0
18,-47,0,1,0,0,1,1.29413492
18,-44,0,0,0,0,1,0
18,-41,0,0,0,0,1,0
18,-39,0,0,0,0,1,0
18,-36,1,0,0,0,1,1.004777779
18,-31,1,0,0,0,1,1.004777779
18,-27,0,0,0,0,1,0
18,-26,1,0,0,0,2,0.50238889
18,-25,0,0,0,0,1,0
18,-24,1,0,0,0,2,0.50238889
18,-23,0,0,0,0,1,0
18,-22,0,0,0,0,1,0
18,-21,0,0,0,0,1,0
18,-19,0,0,0,0,2,0
18,-18,0,0,0,0,1,0
18,-16,0,0,0,0,1,0
18,-14,0,0,0,0,1,0
18,-12,1,0,0,0,3,0.334925926
18,-11,0,0,0,0,1,0
18,-10,1,0,0,0,1,1.004777779
18,-9,0,0,0,0,1,0
18,-7,3,0,0,0,3,1.004777779
18,-6,0,0,0,0,1,0
18,-4,1,0,0,0,2,0.50238889
18,-3,1,0,0,0,2,0.50238889
18,-2,1,0,0,0,3,0.334925926
18,0,1,0,0,0,1,1.004777779
18,1,0,0,0,0,2,0
18,5,0,0,0,0,2,0
18,6,0,0,0,0,2,0
18,7,1,0,0,0,2,0.50238889
18,11,3,0,0,0,4,0.753583335
18,16,1,0,0,0,2,0.50238889
18,17,0,0,0,0,2,0
18,18,0,0,0,0,1,0
18,20,2,0,0,0,3,0.669851853
18,21,2,0,0,0,2,1.004777779
18,22,0,0,0,0,2,0
18,28,0,0,0,0,2,0
18,29,0,0,0,0,1,0
18,31,1,0,0,0,1,1.004777779
18,32,0,0,0,0,1,0
18,36,1,0,0,0,1,1.004777779
18,37,1,0,0,0,1,1.004777779
18,38,0,0,0,0,1,0
18,45,0,0,0,0,1,0
18,55,1,0,0,0,1,1.004777779
19,-77,0,0,0,0,1,0
19,-75,0,0,0,0,1,0
19,-69,0,0,0,0,1,0
19,-66,0,0,0,0,1,0
19,-65,0,0,0,0,2,0
19,-64,0,0,0,0,1,0
19,-63,0,0,0,0,1,0
19,-61,0,0,0,0,1,0
19,-59,0,0,0,0,1,0
19,-49,0,0,0,0,1,0
19,-47,1,0,0,0,1,1.004777779
19,-42,1,0,0,0,2,0.50238889
19,-41,0,0,0,0,1,0
19,-39,0,0,0,0,1,0
19,-37,0,0,0,0,1,0
19,-36,1,0,0,0,1,1.004777779
19,-35,0,0,0,0,1,0
19,-33,0,0,0,0,1,0
19,-31,0,0,0,0,1,0
19,-30,0,0,0,0,1,0
19,-26,0,0,0,0,1,0
19,-23,0,0,0,0,1,0
19,-22,2,0,0,0,2,1.004777779
19,-21,0,0,0,0,2,0
19,-20,0,0,0,0,1,0
19,-17,0,0,0,0,2,0
19,-16,0,0,0,0,3,0
19,-15,0,0,0,0,1,0
19,-14,0,0,0,0,1,0
19,-13,0,0,0,0,1,0
19,-12,0,0,0,0,1,0
19,-11,0,0,0,0,1,0
19,-10,0,0,0,0,1,0
19,-7,0,0,0,0,1,0
19,-6,0,0,0,0,1,0
19,-3,0,0,0,0,1,0
19,-2,0,0,0,0,1,0
19,-1,0,0,0,0,2,0
19,1,1,0,0,0,3,0.334925926
19,2,0,0,0,0,2,0
19,6,0,0,0,0,3,0
19,7,1,0,0,0,1,1.004777779
19,8,2,0,0,0,2,1.004777779
19,9,1,0,0,0,1,1.004777779
19,10,2,0,0,0,4,0.50238889
19,12,0,0,0,0,1,0
19,13,0,0,0,0,1,0
19,14,0,0,0,0,1,0
19,16,0,0,0,0,1,0
19,17,0,0,0,0,1,0
19,18,1,0,0,0,1,1.004777779
19,19,1,0,0,0,2,0.50238889
19,20,0,0,0,0,1,0
19,21,1,0,0,0,2,0.50238889
19,22,0,0,0,0,1,0
19,24,0,0,0,0,1,0
19,26,0,0,0,0,2,0
19,27,0,0,0,0,1,0
19,29,0,0,0,0,1,0
19,32,0,0,0,0,1,0
19,33,1,0,0,0,1,1.004777779
19,34,0,0,0,0,1,0
19,35,0,0,0,0,1,0
19,37,1,0,0,0,2,0.50238889
19,39,0,0,0,0,2,0
19,55,1,0,0,0,1,1.004777779
20,-78,0,0,0,0,1,0
20,-77,0,0,0,0,1,0
20,-62,0,0,0,0,1,0
20,-61,0,0,0,0,1,0
20,-59,0,0,0,0,1,0
20,-57,0,0,0,0,2,0
20,-55,0,0,0,0,2,0
20,-51,0,0,0,0,1,0
20,-44,0,0,0,0,1,0
20,-41,0,0,0,0,1,0
20,-39,1,0,0,0,3,0.334925926
20,-38,0,0,0,0,1,0
20,-34,0,0,0,0,2,0
20,-30,0,0,0,0,1,0
20,-29,0,0,0,0,1,0
20,-27,0,0,0,0,1,0
20,-26,0,0,0,0,1,0
20,-25,0,0,0,0,1,0
20,-24,0,0,0,0,1,0
20,-23,1,0,0,0,2,0.50238889
20,-22,0,0,0,0,1,0
20,-18,0,0,0,0,1,0
20,-17,1,0,0,0,1,1.004777779
20,-16,0,0,0,0,2,0
20,-15,0,0,0,0,2,0
20,-14,1,0,0,0,4,0.251194445
20,-13,1,0,0,0,3,0.334925926
20,-12,1,0,0,0,1,1.004777779
20,-11,0,0,0,0,3,0
20,-10,1,0,0,0,1,1.004777779
20,-9,0,0,0,0,1,0
20,-8,1,0,0,0,2,0.50238889
20,-7,0,0,0,0,2,0
20,-5,0,0,0,0,1,0
20,-3,0,0,0,0,1,0
20,-2,1,0,0,0,3,0.334925926
20,-1,1,0,0,0,3,0.334925926
20,2,0,0,0,0,1,0
20,3,0,0,0,0,1,0
20,5,1,0,0,0,3,0.334925926
20,6,0,0,0,0,4,0
20,7,0,0,0,0,1,0
20,8,1,0,0,0,2,0.50238889
20,9,0,0,0,0,1,0
20,10,0,0,0,0,3,0
20,12,0,0,0,0,1,0
20,13,0,0,0,0,2,0
20,17,1,0,0,0,1,1.004777779
20,19,0,0,0,0,2,0
20,20,0,0,0,0,3,0
20,21,0,0,0,0,1,0
20,24,0,0,0,0,1,0
20,25,0,0,0,0,1,0
20,26,1,0,0,0,2,0.50238889
20,27,0,0,0,0,1,0
20,29,0,0,0,0,1,0
20,30,0,0,0,0,1,0
20,32,0,0,0,0,1,0
20,34,1,0,0,0,1,1.004777779
20,35,0,0,0,0,1,0
20,36,0,0,0,0,1,0
20,37,0,0,0,0,1,0
20,38,1,0,0,0,1,1.004777779
20,40,1,0,0,0,1,1.004777779
20,41,0,0,0,0,1,0
20,42,0,0,0,0,1,0
20,43,0,0,0,0,1,0
20,46,1,0,0,0,2,0.50238889
20,47,0,0,0,0,1,0
20,63,0,0,0,0,1,0
21,-85,0,0,0,0,1,0
21,-79,1,0,0,0,1,1.004777779
21,-75,0,0,0,0,1,0
21,-72,0,0,0,0,1,0
21,-69,0,0,0,0,1,0
21,-62,0,0,0,0,1,0
21,-61,0,0,0,0,2,0
21,-58,0,0,0,0,1,0
21,-57,0,0,0,0,1,0
21,-56,1,0,0,0,1,1.004777779
21,-52,1,0,0,0,1,1.004777779
21,-50,0,0,0,0,2,0
21,-48,1,0,0,0,4,0.251194445
21,-47,1,0,0,0,1,1.004777779
21,-46,0,0,0,0,1,0
21,-45,0,0,0,0,1,0
21,-44,0,0,0,0,2,0
21,-41,0,0,0,0,1,0
21,-39,0,0,0,0,1,0
21,-38,0,0,0,0,3,0
21,-37,1,0,0,0,1,1.004777779
21,-36,0,0,0,0,2,0
21,-34,1,0,0,0,2,0.50238889
21,-33,1,0,0,0,1,1.004777779
21,-32,0,0,0,0,1,0
21,-31,0,0,0,0,1,0
21,-30,0,0,0,0,1,0
21,-29,0,0,0,0,1,0
21,-27,0,0,0,0,2,0
21,-26,0,0,0,0,1,0
21,-25,0,0,0,0,1,0
21,-23,0,0,0,0,1,0
21,-22,0,0,0,0,1,0
21,-21,0,0,0,0,1,0
21,-20,0,0,0,0,1,0
21,-19,0,0,0,0,2,0
21,-17,1,0,0,0,3,0.334925926
21,-15,1,0,0,0,2,0.50238889
21,-14,0,0,0,0,1,0
21,-13,0,0,0,0,2,0
21,-12,1,0,0,0,2,0.50238889
21,-10,1,0,0,0,5,0.200955556
21,-9,0,0,0,0,1,0
21,-8,0,0,0,0,2,0
21,-7,0,0,0,0,1,0
21,-5,0,0,0,0,2,0
21,-4,1,0,0,0,2,0.50238889
21,-3,1,0,0,0,1,1.004777779
21,-2,1,0,0,0,2,0.50238889
21,0,0,0,0,0,2,0
21,1,1,0,0,0,4,0.251194445
21,2,0,0,0,0,4,0
21,3,0,0,0,0,1,0
21,4,1,0,0,0,1,1.004777779
21,5,2,0,0,0,2,1.004777779
21,6,1,0,0,0,2,0.50238889
21,7,1,0,0,0,3,0.334925926
21,8,0,0,0,0,1,0
21,9,0,0,0,0,2,0
21,10,0,0,0,0,1,0
21,12,1,0,0,0,1,1.004777779
21,13,0,0,0,0,1,0
21,14,1,0,0,0,3,0.334925926
21,15,0,0,0,0,1,0
21,16,0,0,0,0,1,0
21,18,0,0,0,0,1,0
21,19,1,0,0,0,3,0.334925926
21,21,1,0,0,0,2,0.50238889
21,24,0,0,0,0,1,0
21,25,1,0,0,0,3,0.334925926
21,27,0,0,0,0,1,0
21,28,0,0,0,0,1,0
21,29,0,0,0,0,1,0
21,30,1,0,0,0,2,0.50238889
21,31,0,0,0,0,3,0
21,32,1,0,0,0,2,0.50238889
21,35,0,0,0,0,1,0
21,37,1,0,0,0,3,0.334925926
21,38,0,0,0,0,1,0
21,39,0,0,0,0,1,0
21,40,1,0,0,0,2,0.50238889
21,42,0,0,0,0,1,0
21,43,0,0,0,0,2,0
21,44,0,0,0,0,2,0
21,46,0,0,0,0,2,0
21,51,1,0,0,0,1,1.004777779
21,62,1,0,0,0,2,0.50238889
22,-85,0,0,0,0,1,0
22,-77,0,0,0,0,1,0
22,-72,1,0,0,0,2,0.50238889
22,-66,0,0,0,0,1,0
22,-65,1,0,0,0,3,0.334925926
22,-61,0,0,0,0,2,0
22,-60,1,0,0,0,1,1.004777779
22,-58,0,0,0,0,2,0
22,-56,0,0,0,0,1,0
22,-55,0,0,0,0,1,0
22,-54,1,0,0,0,2,0.50238889
22,-53,0,0,0,0,1,0
22,-52,0,0,0,0,1,0
22,-49,0,0,0,0,3,0
22,-47,0,0,0,0,1,0
22,-46,0,0,0,0,3,0
22,-45,0,0,0,0,1,0
22,-44,0,0,0,0,2,0
22,-42,0,0,0,0,1,0
22,-39,0,0,0,0,2,0
22,-38,1,0,0,0,3,0.334925926
22,-34,1,0,0,0,1,1.004777779
22,-33,0,0,0,0,1,0
22,-32,0,0,0,0,2,0
22,-30,0,0,0,0,1,0
22,-28,0,0,0,0,1,0
22,-27,1,0,0,0,1,1.004777779
22,-26,0,0,0,0,1,0
22,-25,0,0,0,0,1,0
22,-24,1,0,0,0,2,0.50238889
22,-23,0,0,0,0,2,0
22,-22,1,0,0,0,2,0.50238889
22,-21,0,0,0,0,2,0
22,-20,0,0,0,0,1,0
22,-17,0,0,0,0,1,0
22,-15,1,0,0,0,2,0.50238889
22,-14,2,0,0,0,2,1.004777779
22,-13,0,0,0,0,2,0
22,-12,0,0,0,0,3,0
22,-11,0,0,0,0,2,0
22,-10,0,0,0,0,2,0
22,-8,0,0,0,0,3,0
22,-6,2,0,0,0,4,0.50238889
22,-5,0,0,0,0,1,0
22,-4,1,0,0,0,2,0.50238889
22,-3,1,0,0,0,3,0.334925926
22,-1,0,0,0,0,1,0
22,0,0,0,0,0,2,0
22,1,0,0,0,0,1,0
22,2,0,0,0,0,1,0
22,3,1,0,0,0,6,0.167462963
22,4,1,0,0,0,2,0.50238889
22,5,0,0,0,0,2,0
22,6,3,0,0,0,4,0.753583335
22,7,0,0,0,0,1,0
22,8,0,0,0,0,2,0
22,9,1,0,0,0,2,0.50238889
22,10,0,0,0,0,1,0
22,13,1,0,0,0,2,0.50238889
22,14,1,0,0,0,6,0.167462963
22,15,1,0,0,0,4,0.251194445
22,16,1,0,0,0,2,0.50238889
22,18,0,0,0,0,3,0
22,19,0,0,0,0,1,0
22,20,1,0,0,0,3,0.334925926
22,23,0,0,0,0,1,0
22,24,0,0,0,0,2,0
22,25,1,0,0,0,2,0.50238889
22,26,2,0,0,0,2,1.004777779
22,27,0,0,0,0,1,0
22,30,0,0,0,0,1,0
22,31,1,0,0,0,3,0.334925926
22,32,0,0,0,0,1,0
22,33,0,0,0,0,2,0
22,34,0,0,0,0,1,0
22,35,1,0,0,0,2,0.50238889
22,37,0,0,0,0,1,0
22,38,0,0,0,0,1,0
22,39,0,0,0,0,2,0
22,44,0,0,0,0,2,0
22,45,1,0,0,0,2,0.50238889
22,46,0,0,0,0,1,0
22,48,0,0,0,0,1,0
22,49,0,0,0,0,1,0
22,50,1,0,0,0,1,1.004777779
22,51,0,0,0,0,1,0
23,-77,0,0,0,0,1,0
23,-76,0,0,0,0,1,0
23,-75,0,0,0,0,1,0
23,-74,1,0,0,0,2,0.50238889
23,-73,0,0,0,0,1,0
23,-72,0,0,0,0,1,0
23,-69,0,0,0,0,1,0
23,-66,0,0,0,0,1,0
23,-65,0,0,0,0,3,0
23,-64,0,0,0,0,1,0
23,-63,0,0,0,0,1,0
23,-62,0,0,0,0,1,0
23,-60,0,0,0,0,1,0
23,-59,1,0,0,0,1,1.004777779
23,-58,0,0,0,0,3,0
23,-57,0,0,0,0,2,0
23,-55,0,0,0,0,1,0
23,-54,0,0,0,0,1,0
23,-52,0,0,0,0,2,0
23,-50,0,0,0,0,3,0
23,-49,0,0,0,0,1,0
23,-46,1,0,0,0,3,0.334925926
23,-44,1,0,0,0,2,0.50238889
23,-42,0,0,0,0,1,0
23,-41,0,0,0,0,3,0
23,-40,0,0,0,0,1,0
23,-39,2,0,0,0,2,1.004777779
23,-38,0,0,0,0,1,0
23,-37,1,0,0,0,1,1.004777779
23,-36,0,0,0,0,2,0
23,-35,0,0,0,0,3,0
23,-33,2,0,0,0,6,0.334925926
23,-31,0,0,0,0,2,0
23,-30,1,0,0,0,1,1.004777779
23,-28,2,0,0,0,6,0.334925926
23,-27,0,0,0,0,2,0
23,-24,0,0,0,0,1,0
23,-23,0,0,0,0,1,0
23,-22,1,0,0,0,4,0.251194445
23,-21,0,0,0,0,4,0
23,-20,0,0,0,0,2,0
23,-19,0,0,0,0,5,0
23,-17,0,0,0,0,4,0
23,-16,2,0,0,0,4,0.50238889
23,-15,0,0,0,0,3,0
23,-14,0,0,0,0,2,0
23,-13,1,0,0,0,3,0.334925926
23,-11,1,0,0,0,3,0.334925926
23,-10,0,0,0,0,3,0
23,-9,0,0,0,0,1,0
23,-8,0,0,0,0,3,0
23,-6,2,0,0,0,4,0.50238889
23,-5,0,0,0,0,3,0
23,-4,2,0,0,0,4,0.50238889
23,-2,3,0,0,0,3,1.004777779
23,-1,0,0,0,0,5,0
23,0,1,0,0,0,2,0.50238889
23,1,1,0,0,0,3,0.334925926
23,2,0,0,0,0,2,0
23,3,2,0,0,0,4,0.50238889
23,4,1,0,0,0,3,0.334925926
23,5,1,0,0,0,1,1.004777779
23,6,0,0,0,0,1,0
23,7,0,0,0,0,4,0
23,8,2,0,0,0,2,1.004777779
23,10,1,0,0,0,3,0.334925926
23,11,0,0,0,0,4,0
23,12,0,0,0,0,1,0
23,13,1,0,0,0,3,0.334925926
23,14,0,0,0,0,2,0
23,15,0,0,0,0,3,0
23,16,1,0,0,0,2,0.50238889
23,17,0,0,0,0,1,0
23,19,1,0,0,0,1,1.004777779
23,21,1,0,0,0,3,0.334925926
23,22,0,0,0,0,4,0
23,23,0,0,0,0,2,0
23,25,1,0,0,0,2,0.50238889
23,26,0,0,0,0,2,0
23,27,0,0,0,0,3,0
23,28,0,0,0,0,1,0
23,29,1,0,0,0,2,0.50238889
23,30,1,0,0,0,1,1.004777779
23,31,2,0,0,0,3,0.669851853
23,32,0,0,0,0,2,0
23,33,0,0,0,0,2,0
23,34,2,0,0,0,3,0.669851853
23,35,2,0,0,0,4,0.50238889
23,36,1,0,0,0,3,0.334925926
23,37,1,0,0,0,1,1.004777779
23,38,0,0,0,0,2,0
23,39,0,0,0,0,2,0
23,41,0,0,0,0,1,0
23,42,2,0,0,0,3,0.669851853
23,43,0,0,0,0,1,0
23,44,1,0,0,0,3,0.334925926
23,47,1,0,0,0,1,1.004777779
23,48,0,0,0,0,2,0
23,52,1,0,0,0,1,1.004777779
23,55,0,0,0,0,1,0
24,-83,0,0,0,0,1,0
24,-81,0,0,0,0,1,0
24,-80,0,0,0,0,1,0
24,-78,0,0,0,0,1,0
24,-75,0,0,0,0,1,0
24,-71,0,0,0,0,2,0
24,-63,1,0,0,0,1,1.004777779
24,-62,1,0,0,0,1,1.004777779
24,-61,0,0,0,0,2,0
24,-58,0,0,0,0,3,0
24,-56,1,0,0,0,3,0.334925926
24,-54,0,0,0,0,3,0
24,-53,0,0,0,0,2,0
24,-52,1,0,0,0,3,0.334925926
24,-51,1,0,0,0,3,0.334925926
24,-50,1,0,0,0,4,0.251194445
24,-49,0,0,0,0,1,0
24,-48,0,0,0,0,1,0
24,-47,0,0,0,0,1,0
24,-45,0,0,0,0,4,0
24,-44,1,0,0,0,3,0.334925926
24,-43,0,0,0,0,1,0
24,-42,0,0,0,0,2,0
24,-41,1,0,0,0,2,0.50238889
24,-40,0,0,0,0,1,0
24,-39,0,0,0,0,1,0
24,-38,0,0,0,0,2,0
24,-37,0,0,0,0,1,0
24,-36,0,0,0,0,3,0
24,-35,0,0,0,0,3,0
24,-34,1,0,0,0,2,0.50238889
24,-33,0,0,0,0,1,0
24,-32,1,0,0,0,3,0.334925926
24,-31,2,0,0,0,3,0.669851853
24,-30,1,0,0,0,3,0.334925926
24,-28,0,0,0,0,1,0
24,-27,0,0,0,0,4,0
24,-26,1,0,0,0,4,0.251194445
24,-25,0,0,0,0,3,0
24,-23,0,0,0,0,1,0
24,-22,0,0,0,0,3,0
24,-21,2,0,0,0,3,0.669851853
24,-20,0,0,0,0,2,0
24,-19,1,0,0,0,1,1.004777779
24,-18,1,0,0,0,4,0.251194445
24,-17,0,0,0,0,4,0
24,-16,1,0,0,0,5,0.200955556
24,-15,0,0,0,0,4,0
24,-14,1,0,0,0,4,0.251194445
24,-13,2,0,0,0,6,0.334925926
24,-12,0,0,0,0,3,0
24,-11,1,0,0,0,2,0.50238889
24,-10,2,0,0,0,4,0.50238889
24,-9,1,0,0,0,3,0.334925926
24,-8,0,0,0,0,1,0
24,-7,0,0,0,0,2,0
24,-6,0,0,0,0,2,0
24,-5,0,0,0,0,1,0
24,-4,1,0,0,0,3,0.334925926
24,-3,0,0,0,0,3,0
24,-2,1,0,0,0,5,0.200955556
24,-1,3,0,0,0,5,0.602866668
24,0,0,0,0,0,4,0
24,2,1,0,0,0,2,0.50238889
24,3,1,0,0,0,3,0.334925926
24,4,2,0,0,0,3,0.669851853
24,5,2,0,0,0,6,0.334925926
24,6,0,0,0,0,7,0
24,7,0,0,0,0,1,0
24,8,2,0,0,0,4,0.50238889
24,9,1,0,0,0,5,0.200955556
24,10,2,0,0,0,3,0.669851853
24,11,0,0,0,0,5,0
24,12,0,0,0,0,3,0
24,13,1,0,0,0,3,0.334925926
24,15,0,0,0,0,3,0
24,16,0,0,0,0,2,0
24,17,1,0,0,0,5,0.200955556
24,18,1,0,0,0,4,0.251194445
24,21,0,0,0,0,3,0
24,23,2,0,0,0,4,0.50238889
24,24,1,0,0,0,2,0.50238889
24,25,0,0,0,0,3,0
24,26,0,0,0,0,1,0
24,28,0,0,0,0,2,0
24,30,0,0,0,0,2,0
24,31,1,0,0,0,3,0.334925926
24,33,0,0,0,0,1,0
24,34,1,0,0,0,2,0.50238889
24,35,0,0,0,0,1,0
24,36,0,0,0,0,1,0
24,38,1,0,0,0,2,0.50238889
24,39,0,0,0,0,1,0
24,40,1,0,0,0,1,1.004777779
24,41,1,0,0,0,1,1.004777779
24,42,3,0,0,0,4,0.753583335
24,43,1,0,0,0,1,1.004777779
24,44,1,0,0,0,1,1.004777779
24,45,0,0,0,0,1,0
24,48,1,0,0,0,1,1.004777779
24,49,0,0,0,0,1,0
24,51,0,0,0,0,1,0
24,52,1,0,0,0,1,1.004777779
24,54,0,0,0,0,1,0
24,55,0,0,0,0,1,0
24,56,0,0,0,0,1,0
24,63,0,0,0,0,1,0
24,72,0,0,0,0,2,0
25,-81,0,0,0,0,1,0
25,-80,0,0,0,0,1,0
25,-79,0,0,0,0,1,0
25,-72,0,0,0,0,2,0
25,-71,0,0,0,0,2,0
25,-70,0,0,0,0,1,0
25,-69,0,0,0,0,1,0
25,-67,1,0,0,0,1,1.004777779
25,-65,0,0,0,0,1,0
25,-63,0,0,0,0,1,0
25,-62,1,0,0,0,4,0.251194445
25,-61,0,0,0,0,1,0
25,-60,1,0,0,0,1,1.004777779
25,-58,1,0,0,0,4,0.251194445
25,-57,0,0,0,0,1,0
25,-56,0,0,0,0,3,0
25,-55,0,0,0,0,2,0
25,-54,0,0,0,0,2,0
25,-52,0,0,0,0,2,0
25,-51,0,0,0,0,1,0
25,-50,0,0,0,0,1,0
25,-49,0,0,0,0,5,0
25,-48,0,0,0,0,1,0
25,-47,0,0,0,0,2,0
25,-46,1,0,0,0,4,0.251194445
25,-45,1,0,0,0,3,0.334925926
25,-44,1,0,0,0,2,0.50238889
25,-43,0,0,0,0,3,0
25,-41,0,0,0,0,1,0
25,-40,1,0,0,0,2,0.50238889
25,-39,0,0,0,0,3,0
25,-38,0,0,0,0,1,0
25,-37,0,0,0,0,3,0
25,-36,0,0,0,0,2,0
25,-35,0,0,0,0,4,0
25,-34,1,0,0,0,5,0.200955556
25,-32,0,0,0,0,1,0
25,-31,1,0,0,0,1,1.004777779
25,-30,1,0,0,0,4,0.251194445
25,-29,0,0,0,0,1,0
